"recorded_date","daily_vaccinations_raw","daily_vaccinations","iso_country"
2021-06-29,59519,53772,"IE"
2021-06-29,6000335,5366922,"IN"
2021-06-29,624690,589424,"US"
2021-06-29,64542,62771,"EC"
2021-06-29,6534,5405,"SD"
2021-06-29,6722,21188,"BH"
2021-06-29,6865,3967,"ET"
2021-06-29,689162,586479,"FR"
2021-06-29,69919,35950,"LK"
2021-06-29,714957,531338,"ES"
2021-06-29,72191,59515,"DK"
2021-06-29,727634,535022,"MX"
2021-06-29,73206,55675,"AZ"
2021-06-29,745,1089,"IM"
2021-06-29,7922,6181,"LU"
2021-06-29,79642,70273,"CH"
2021-06-29,81637,62032,"UA"
2021-06-29,8400,4671,"EE"
2021-06-29,841,941,"MV"
2021-06-29,873,849,"BB"
2021-06-29,87427,73584,"AE"
2021-06-29,8787,9658,"TT"
2021-06-29,92502,63493,"DO"
2021-06-29,93282,87491,"AT"
2021-06-29,937574,797192,"DE"
2021-06-29,96835,97536,"GR"
2021-06-29,96866,146402,"VN"
2021-06-30,1028054,752500,"DE"
2021-06-30,10705,4788,"IS"
2021-06-30,10873,9758,"GT"
2021-06-30,112362,54610,"NO"
2021-06-30,115582,87826,"AT"
2021-06-30,11572,12756,"PS"
2021-06-30,117107,49617,"LK"
2021-06-30,117150,95535,"CZ"
2021-06-30,1206697,808139,"TR"
2021-06-30,1207,1317,"ME"
2021-06-30,1235,496,"KN"
2021-06-30,12536,7880,"AL"
2021-06-30,125694,123845,"BE"
2021-06-30,125970,83341,"ZA"
2021-06-30,13012,9426,"BG"
2021-06-30,13254,6827,"MK"
2021-06-30,1338786,1197888,"BR"
2021-06-30,134601,103506,"KZ"
2021-06-30,14218,8849,"SI"
2021-06-30,1425453,1352440,"JP"
2021-06-30,143826,128950,"CU"
2021-06-30,14755,7628,"LV"
2021-06-30,152960,118582,"KR"
2021-06-30,158173,124725,"KH"
2021-06-30,163681,89525,"AE"
2021-06-30,16841,23656,"ZW"
2021-06-30,1713,842,"ZM"
2021-06-30,1734226,5112543,"IN"
2021-06-30,175,173,"LC"
2021-06-30,182641,98271,"PE"
2021-06-30,183010,164378,"VN"
2021-06-30,1866,1597,"GY"
2021-06-30,1872,1797,"BD"
2021-06-30,18941000,21253286,"CN"
2021-06-30,19333,14333,"PY"
2021-06-30,19463,15666,"PA"
2021-06-30,19725,14112,"IL"
2021-06-30,20028,10205,"MD"
2021-06-30,205169,140547,"CL"
2021-06-30,207053,196628,"PH"
2021-06-30,20800,21635,"RO"
2021-06-30,208927,135395,"SA"
2021-06-30,2144,1985,"NA"
2021-06-30,2197,5959,"GN"
2021-06-30,2240,9611,"NP"
2021-06-30,2265,1706,"BN"
2021-06-30,2272,835,"GL"
2021-06-30,22898,18303,"NZ"
2021-06-30,23220,26114,"TN"
2021-06-30,23443,17462,"LT"
2021-06-30,254992,218197,"TH"
2021-06-30,270783,228918,"MY"
2021-06-30,316965,334964,"GB"
2021-06-30,321628,270934,"AR"
2021-06-30,339791,320418,"CO"
2021-06-30,342,318,"CW"
2021-06-30,353461,253480,"PL"
2021-06-30,355,787,"BB"
2021-06-30,36018,31285,"QA"
2021-06-30,36302,24807,"LB"
2021-06-30,3678,2743,"GE"
2021-06-30,40541,42441,"TW"
2021-06-30,410,412,"GG"
2021-06-30,41432,39256,"BO"
2021-06-30,43836,25323,"KE"
2021-06-30,52880,36843,"UY"
2021-06-30,542,275,"LI"
2021-06-30,5520,4734,"MO"
2021-06-30,574115,559518,"IT"
2021-06-30,5799,20496,"BH"
2021-06-30,5900,4290,"MT"
2021-06-30,60264,54430,"HK"
2021-06-30,606736,545411,"CA"
2021-06-30,627529,574556,"US"
2021-06-30,63383,53693,"IE"
2021-06-30,667,893,"MV"
2021-06-30,685676,588252,"FR"
2021-06-30,699519,569115,"RU"
2021-06-30,704140,820821,"ID"
2021-06-30,70847,57243,"SG"
2021-06-30,70857,59582,"DK"
2021-06-30,747589,533388,"ES"
2021-06-30,7745,2828,"CI"
2021-06-30,784992,534624,"MX"
2021-06-30,80269,63597,"EC"
2021-06-30,83270,69261,"CH"
2021-06-30,84,18,"SM"
2021-06-30,869,343,"AW"
2021-06-30,8853,5917,"EE"
2021-06-30,88978,61554,"AZ"
2021-06-30,8936,6535,"LU"
2021-06-30,9072,4552,"ET"
2021-06-30,92362,95635,"GR"
2021-06-30,93186,63926,"UA"
2021-06-30,96141,62849,"DO"
2021-06-30,96951,106191,"AU"
2021-06-30,9745,9593,"TT"
2021-07-01,10047,11098,"PS"
2021-07-01,10059,23352,"LB"
2021-07-01,1041,413,"FO"
2021-07-01,10926,4182,"CI"
2021-07-01,110953,54233,"NO"
2021-07-01,112268,94710,"CZ"
2021-07-01,117538,105643,"KZ"
2021-07-01,11810,9297,"LV"
2021-07-01,118697,88975,"AT"
2021-07-01,1196399,1327979,"JP"
2021-07-01,12304,9153,"BG"
2021-07-01,127,476,"KY"
2021-07-01,127000,114677,"KR"
2021-07-01,129081,86496,"ZA"
2021-07-01,137354,117435,"BE"
2021-07-01,138199,140568,"SA"
2021-07-01,1386,1215,"ME"
2021-07-01,1394275,1177080,"BR"
2021-07-01,1416319,923104,"ID"
2021-07-01,14701,7985,"MK"
2021-07-01,150,161,"LC"
2021-07-01,1529,1897,"SR"
2021-07-01,156861,132856,"KH"
2021-07-01,160,304,"AW"
2021-07-01,17284,18467,"LT"
2021-07-01,173520,71343,"LK"
2021-07-01,1765,1083,"ZM"
2021-07-01,182910,130478,"CL"
2021-07-01,1846,1821,"NA"
2021-07-01,185318,112889,"AU"
2021-07-01,18997,20692,"RO"
2021-07-01,19220,14839,"PA"
2021-07-01,19474000,20500857,"CN"
2021-07-01,19880,8014,"SI"
2021-07-01,20072,15070,"IL"
2021-07-01,201769,114761,"PE"
2021-07-01,20796,18515,"MN"
2021-07-01,21266,5609,"IS"
2021-07-01,22963,18092,"NZ"
2021-07-01,2378,1007,"GL"
2021-07-01,2580,1652,"GY"
2021-07-01,260297,199842,"PH"
2021-07-01,261765,152292,"CU"
2021-07-01,270293,227844,"MY"
2021-07-01,29421,16819,"PY"
2021-07-01,2951,1939,"BN"
2021-07-01,2953,4884,"ET"
2021-07-01,296456,316049,"CO"
2021-07-01,299485,224251,"TH"
2021-07-01,301819,274589,"PL"
2021-07-01,32682,31670,"QA"
2021-07-01,345591,327284,"GB"
2021-07-01,36414,27904,"TN"
2021-07-01,364396,283720,"AR"
2021-07-01,36787,127646,"VN"
2021-07-01,38515,28136,"KE"
2021-07-01,387,410,"GG"
2021-07-01,4255,4052,"MT"
2021-07-01,44369,36052,"TW"
2021-07-01,462511,526827,"CA"
2021-07-01,47651,54605,"HK"
2021-07-01,5133,8302,"NP"
2021-07-01,53570,38455,"UY"
2021-07-01,546,279,"LI"
2021-07-01,553506,522893,"MX"
2021-07-01,5583510,4955375,"IN"
2021-07-01,56709,40433,"BO"
2021-07-01,569845,553415,"IT"
2021-07-01,59771,105335,"MA"
2021-07-01,598921,560736,"US"
2021-07-01,604046,768636,"TR"
2021-07-01,6044,19288,"BH"
2021-07-01,61284,53053,"IE"
2021-07-01,6452,7371,"AL"
2021-07-01,6751,5068,"MO"
2021-07-01,688894,593682,"FR"
2021-07-01,71902,60262,"DK"
2021-07-01,73053,67006,"CH"
2021-07-01,7381,6947,"EE"
2021-07-01,765399,569213,"ES"
2021-07-01,82194,61846,"SG"
2021-07-01,84288,93304,"GR"
2021-07-01,847411,557869,"RU"
2021-07-01,85889,64394,"AZ"
2021-07-01,8798,6850,"LU"
2021-07-01,9008,8217,"GT"
2021-07-01,90959,63181,"UA"
2021-07-01,914,873,"MV"
2021-07-01,9264,9543,"TT"
2021-07-01,9522,21235,"ZW"
2021-07-01,96,292,"CW"
2021-07-01,96843,65358,"EC"
2021-07-01,985845,744604,"DE"
2021-07-02,104847,70367,"EC"
2021-07-02,10760,18686,"ZW"
2021-07-02,110865,94040,"CZ"
2021-07-02,11308,15555,"IL"
2021-07-02,1135838,1295796,"JP"
2021-07-02,114760,110198,"BE"
2021-07-02,115406,87805,"AT"
2021-07-02,11725,9074,"BG"
2021-07-02,12459,10644,"LV"
2021-07-02,12525,6951,"IS"
2021-07-02,12584,5747,"CI"
2021-07-02,128060,109787,"KR"
2021-07-02,1306,1095,"IM"
2021-07-02,135427,108860,"KZ"
2021-07-02,1375,1175,"ME"
2021-07-02,141885,120546,"CL"
2021-07-02,1429,1459,"NA"
2021-07-02,14379,10060,"SI"
2021-07-02,1463,1080,"GL"
2021-07-02,14776,10096,"MK"
2021-07-02,1485828,1183357,"BR"
2021-07-02,149491,134533,"KH"
2021-07-02,154817,117867,"AU"
2021-07-02,169957,90664,"LK"
2021-07-02,17385,18982,"LB"
2021-07-02,1748,1738,"SR"
2021-07-02,178327,154329,"CU"
2021-07-02,179674,155729,"SA"
2021-07-02,19026000,19910000,"CN"
2021-07-02,190751,53266,"TW"
2021-07-02,19630,17209,"PY"
2021-07-02,19679,17138,"LT"
2021-07-02,20088,17856,"NZ"
2021-07-02,207910,126234,"PE"
2021-07-02,2160,1648,"GY"
2021-07-02,21769,19697,"MN"
2021-07-02,2202,1298,"ZM"
2021-07-02,240904,230415,"MY"
2021-07-02,247412,257591,"PL"
2021-07-02,279408,309125,"CO"
2021-07-02,28879,107867,"VN"
2021-07-02,301083,316401,"GB"
2021-07-02,30548,28294,"KE"
2021-07-02,31095,29500,"TN"
2021-07-02,314,875,"MV"
2021-07-02,33493,31713,"QA"
2021-07-02,345109,227259,"TH"
2021-07-02,383,1806,"BN"
2021-07-02,39889,53078,"IE"
2021-07-02,402305,300603,"AR"
2021-07-02,44326,30843,"SV"
2021-07-02,4524,4161,"MT"
2021-07-02,4913,2092,"BZ"
2021-07-02,493795,510916,"MX"
2021-07-02,49856,87725,"MA"
2021-07-02,500968,895324,"ID"
2021-07-02,509,433,"GG"
2021-07-02,5363,17712,"BH"
2021-07-02,54258,40610,"UY"
2021-07-02,54677,54254,"NO"
2021-07-02,556214,544570,"IT"
2021-07-02,567432,533323,"CA"
2021-07-02,568,385,"AW"
2021-07-02,599,325,"LI"
2021-07-02,617811,540143,"US"
2021-07-02,63140,60484,"DK"
2021-07-02,70115,56344,"HK"
2021-07-02,7013,7639,"AL"
2021-07-02,7161,5443,"MO"
2021-07-02,73405,42627,"BO"
2021-07-02,73621,64583,"AZ"
2021-07-02,7400,6912,"EE"
2021-07-02,74433,65035,"CH"
2021-07-02,747868,593521,"FR"
2021-07-02,7645,5918,"ET"
2021-07-02,7779,8819,"TT"
2021-07-02,83457,90575,"GR"
2021-07-02,83497,66662,"SG"
2021-07-02,84,248,"CW"
2021-07-02,849658,733808,"DE"
2021-07-02,8618,7040,"LU"
2021-07-02,892530,781535,"TR"
2021-07-02,930145,4144324,"IN"
2021-07-02,94547,62812,"UA"
2021-07-02,946439,602673,"RU"
2021-07-02,9475,9606,"PS"
2021-07-02,96,414,"KY"
2021-07-03,0,325,"LI"
2021-07-03,103157,154942,"CU"
2021-07-03,10683,7039,"CI"
2021-07-03,1090,1308,"NA"
2021-07-03,1194,1108,"ME"
2021-07-03,121685,157616,"SA"
2021-07-03,12718,17581,"NZ"
2021-07-03,12862000,18686714,"CN"
2021-07-03,132806,137297,"KH"
2021-07-03,1336257,1306996,"JP"
2021-07-03,136,9377,"PS"
2021-07-03,14361,10884,"MK"
2021-07-03,15071,31069,"QA"
2021-07-03,1546,9705,"SI"
2021-07-03,158815,113788,"KZ"
2021-07-03,1632,18710,"LB"
2021-07-03,174396,230162,"PL"
2021-07-03,17963,43036,"BO"
2021-07-03,18161,41334,"UY"
2021-07-03,197720,142703,"PE"
2021-07-03,20264,107445,"KR"
2021-07-03,21260,27126,"KE"
2021-07-03,224182,234105,"MY"
2021-07-03,24761,81168,"VN"
2021-07-03,258123,298758,"CO"
2021-07-03,279,255,"CW"
2021-07-03,2897,15625,"IL"
2021-07-03,30271,29341,"TN"
2021-07-03,31132,19957,"HR"
2021-07-03,3193,4247,"MT"
2021-07-03,32415,20986,"PY"
2021-07-03,333598,302066,"GB"
2021-07-03,3354,2096,"BN"
2021-07-03,34212,52396,"IE"
2021-07-03,3437,7325,"MD"
2021-07-03,355916,520135,"US"
2021-07-03,3597,1701,"ZM"
2021-07-03,3598,9144,"BG"
2021-07-03,361327,521450,"CA"
2021-07-03,375206,771471,"TR"
2021-07-03,378439,729076,"DE"
2021-07-03,38008,118408,"CL"
2021-07-03,38594,92311,"CZ"
2021-07-03,388,994,"IM"
2021-07-03,38857,62126,"UA"
2021-07-03,44151,60887,"DK"
2021-07-03,471399,326028,"AR"
2021-07-03,47510,64492,"CH"
2021-07-03,5003,6552,"ET"
2021-07-03,5031,6995,"EE"
2021-07-03,510390,591649,"FR"
2021-07-03,527686,540562,"IT"
2021-07-03,5703,16748,"LT"
2021-07-03,5958,8246,"TT"
2021-07-03,6086,17211,"BH"
2021-07-03,61723,56796,"HK"
2021-07-03,6219,6804,"CY"
2021-07-03,628273,621693,"RU"
2021-07-03,668,806,"MV"
2021-07-03,6811,83026,"MA"
2021-07-03,6869,15726,"ZW"
2021-07-03,69718,63816,"AZ"
2021-07-03,705945,1172608,"BR"
2021-07-03,71393,86855,"AT"
2021-07-03,7439,5782,"MO"
2021-07-03,75957,65859,"AE"
2021-07-03,80764,68943,"SG"
2021-07-03,81065,26418,"HN"
2021-07-03,82468,87629,"GR"
2021-07-03,834044,920760,"ID"
2021-07-03,8479,7147,"LU"
2021-07-03,86249,98026,"LK"
2021-07-03,8628796,4208458,"IN"
2021-07-03,8660,11419,"LV"
2021-07-03,88986,75246,"EC"
2021-07-03,89300,106437,"BE"
2021-07-03,92986,121334,"AU"
2021-07-03,98605,230822,"TH"
2021-07-03,9924,54172,"NO"
2021-07-04,0,325,"LI"
2021-07-04,1011,41298,"UY"
2021-07-04,1019,1139,"ME"
2021-07-04,106851,232891,"TH"
2021-07-04,1149,2040,"BN"
2021-07-04,1223,4304,"NP"
2021-07-04,123496,139695,"KH"
2021-07-04,1268883,1310158,"JP"
2021-07-04,128912,23807,"GN"
2021-07-04,135506,154725,"PE"
2021-07-04,140034,160173,"SA"
2021-07-04,144549,124426,"KZ"
2021-07-04,1449,6803,"GT"
2021-07-04,14510,103508,"BE"
2021-07-04,149121,291005,"CO"
2021-07-04,14948,63979,"CH"
2021-07-04,1621,17991,"LB"
2021-07-04,1623,12279,"ZW"
2021-07-04,18,9706,"SI"
2021-07-04,188632,291403,"GB"
2021-07-04,197771,589624,"FR"
2021-07-04,1987,1881,"ZM"
2021-07-04,2021,107409,"KR"
2021-07-04,2028,6785,"ET"
2021-07-04,20829,16173,"IL"
2021-07-04,2157,9064,"BG"
2021-07-04,215883,239520,"MY"
2021-07-04,2236,11410,"LV"
2021-07-04,2293,4339,"MT"
2021-07-04,22957,29658,"QA"
2021-07-04,23448,72035,"VN"
2021-07-04,24082,44641,"BO"
2021-07-04,24363,62945,"UA"
2021-07-04,2563,988,"MV"
2021-07-04,273901,726435,"DE"
2021-07-04,28102,20743,"RO"
2021-07-04,29353,90702,"CZ"
2021-07-04,29603,29543,"TN"
2021-07-04,29969,65781,"AE"
2021-07-04,3077960,4192591,"IN"
2021-07-04,31058,29093,"UG"
2021-07-04,321050,515957,"CA"
2021-07-04,329,885,"IM"
2021-07-04,343879,1186805,"BR"
2021-07-04,3790,68006,"MA"
2021-07-04,380522,627204,"RU"
2021-07-04,398505,347209,"AR"
2021-07-04,41,1308,"NA"
2021-07-04,414924,538120,"IT"
2021-07-04,41517,76635,"DO"
2021-07-04,42060,61167,"DK"
2021-07-04,42178,26600,"PY"
2021-07-04,43069,148938,"CU"
2021-07-04,4521,118243,"CL"
2021-07-04,453,15923,"LT"
2021-07-04,4961,26585,"KE"
2021-07-04,4980,19956,"HR"
2021-07-04,49980,489309,"US"
2021-07-04,50329,121617,"AU"
2021-07-04,51,220,"CW"
2021-07-04,52317,63477,"AZ"
2021-07-04,52948,57188,"HK"
2021-07-04,53826,53087,"IE"
2021-07-04,547337,818189,"ID"
2021-07-04,54921,88727,"AT"
2021-07-04,5520,7151,"EE"
2021-07-04,57234,80271,"EC"
2021-07-04,58308,225253,"PL"
2021-07-04,5962,6077,"MO"
2021-07-04,625,9187,"PS"
2021-07-04,63704,102167,"LK"
2021-07-04,6414,17492,"NZ"
2021-07-04,6601,7746,"CI"
2021-07-04,6602,54274,"NO"
2021-07-04,6690,76338,"ZA"
2021-07-04,675629,352845,"PK"
2021-07-04,68727,87359,"GR"
2021-07-04,7364,17027,"BH"
2021-07-04,7409,8183,"TT"
2021-07-04,746386,779030,"TR"
2021-07-04,76671,71674,"SG"
2021-07-04,915,6828,"MD"
2021-07-04,9462000,17101714,"CN"
2021-07-05,10072,7838,"GT"
2021-07-05,10676,8227,"PS"
2021-07-05,10959,6361,"ET"
2021-07-05,109929,94885,"TW"
2021-07-05,1120,581,"FO"
2021-07-05,11396,15123,"LB"
2021-07-05,115068,138783,"KH"
2021-07-05,1207,901,"IM"
2021-07-05,120876,103500,"BE"
2021-07-05,12250,58000,"VN"
2021-07-05,124461,221041,"PL"
2021-07-05,12918000,15957571,"CN"
2021-07-05,13067,14939,"LT"
2021-07-05,133656,103826,"KR"
2021-07-05,134314,85754,"DO"
2021-07-05,135044,122904,"AU"
2021-07-05,13515,25398,"GN"
2021-07-05,14413,13829,"PA"
2021-07-05,1442494,1318101,"JP"
2021-07-05,147994,91531,"EC"
2021-07-05,151950,96890,"ZA"
2021-07-05,155334,139630,"CL"
2021-07-05,15751,17402,"NZ"
2021-07-05,1599236,1252421,"BR"
2021-07-05,16455,17921,"RO"
2021-07-05,171292,266459,"CO"
2021-07-05,18208,20354,"HR"
2021-07-05,188242,173542,"PE"
2021-07-05,202703,608559,"RU"
2021-07-05,20784,16561,"IL"
2021-07-05,224776,285618,"GB"
2021-07-05,239031,173093,"SA"
2021-07-05,264199,356078,"AR"
2021-07-05,27151,28720,"QA"
2021-07-05,27329,29420,"TN"
2021-07-05,27606,53403,"NO"
2021-07-05,280642,234488,"TH"
2021-07-05,294893,819467,"ID"
2021-07-05,296,326,"LI"
2021-07-05,3182,7966,"CI"
2021-07-05,32738,79326,"CZ"
2021-07-05,328019,256355,"MY"
2021-07-05,35661,102302,"LK"
2021-07-05,3722,2352,"BN"
2021-07-05,3850947,4257988,"IN"
2021-07-05,394697,467078,"US"
2021-07-05,40198,130085,"CU"
2021-07-05,40434,66201,"AE"
2021-07-05,4047,26416,"KE"
2021-07-05,40885,29050,"PY"
2021-07-05,44918,44040,"BO"
2021-07-05,4611,6742,"EE"
2021-07-05,46759,88006,"AT"
2021-07-05,472,1140,"ME"
2021-07-05,4900,4348,"MT"
2021-07-05,500,110,"VC"
2021-07-05,50867,40783,"UY"
2021-07-05,5133,1586,"MV"
2021-07-05,537779,713036,"DE"
2021-07-05,541208,535426,"IT"
2021-07-05,542289,479171,"MX"
2021-07-05,548,1200,"NA"
2021-07-05,5531,7235,"AL"
2021-07-05,584703,568469,"ES"
2021-07-05,58536,62247,"JO"
2021-07-05,587273,586719,"FR"
2021-07-05,5940,6343,"MO"
2021-07-05,601628,501208,"CA"
2021-07-05,6146,7079,"MD"
2021-07-05,64643,59059,"HK"
2021-07-05,6563,9758,"SI"
2021-07-05,65742,53979,"IE"
2021-07-05,6844,17321,"LA"
2021-07-05,6848,6318,"BH"
2021-07-05,69734,127373,"KZ"
2021-07-05,7065,8001,"TT"
2021-07-05,70955,62582,"MA"
2021-07-05,71769,63518,"CH"
2021-07-05,73234,70969,"UA"
2021-07-05,74934,62748,"DK"
2021-07-05,769,63500,"AZ"
2021-07-05,7710,4540,"NP"
2021-07-05,7758,10301,"LV"
2021-07-05,7814,9029,"BG"
2021-07-05,79805,74422,"SG"
2021-07-05,8226,10041,"ZW"
2021-07-05,91643,85683,"GR"
2021-07-05,921880,744210,"TR"
2021-07-05,954,1398,"SR"
2021-07-06,101760,133951,"KH"
2021-07-06,1105807,771930,"ID"
2021-07-06,111751,105409,"TW"
2021-07-06,116072,102652,"BE"
2021-07-06,11701,8902,"BG"
2021-07-06,1199,1340,"SR"
2021-07-06,12228,7783,"GT"
2021-07-06,1284609,712782,"RU"
2021-07-06,130493,122617,"CL"
2021-07-06,13131,9567,"ZW"
2021-07-06,131977,99420,"KR"
2021-07-06,13252000,15133571,"CN"
2021-07-06,13856,9368,"CI"
2021-07-06,142633,92916,"DO"
2021-07-06,146368,122145,"PT"
2021-07-06,14671,16693,"LA"
2021-07-06,1472018,1325335,"JP"
2021-07-06,14729,14072,"MK"
2021-07-06,1551130,1202726,"BR"
2021-07-06,159464,124987,"AU"
2021-07-06,164874,104348,"ZA"
2021-07-06,16705,17369,"RO"
2021-07-06,17204,22910,"KE"
2021-07-06,179141,107902,"EC"
2021-07-06,1822,5640,"ET"
2021-07-06,1850,1215,"ME"
2021-07-06,192905,174351,"SA"
2021-07-06,19480,13982,"LB"
2021-07-06,1996,1299,"NA"
2021-07-06,20924,17394,"NZ"
2021-07-06,21144,16680,"IL"
2021-07-06,214002,189684,"PE"
2021-07-06,238937,278512,"GB"
2021-07-06,24896,47719,"VN"
2021-07-06,249262,215588,"PL"
2021-07-06,25426,29051,"TN"
2021-07-06,2657,3960,"MT"
2021-07-06,26611,20092,"HR"
2021-07-06,269653,236477,"TH"
2021-07-06,27629,27857,"QA"
2021-07-06,3078149,3840533,"IN"
2021-07-06,32005,16087,"PA"
2021-07-06,33067,67719,"CZ"
2021-07-06,356350,272345,"MY"
2021-07-06,3656,2119,"GE"
2021-07-06,369269,370243,"AR"
2021-07-06,3778,2515,"BN"
2021-07-06,3969,2313,"BZ"
2021-07-06,4222,7349,"TT"
2021-07-06,45634,52537,"NO"
2021-07-06,4714,12049,"LT"
2021-07-06,482429,486159,"CA"
2021-07-06,49260,40001,"UY"
2021-07-06,51298,33594,"PY"
2021-07-06,5251,6108,"BH"
2021-07-06,538,360,"LI"
2021-07-06,538930,531846,"IT"
2021-07-06,54361,52713,"MA"
2021-07-06,564,482,"GG"
2021-07-06,581249,460872,"US"
2021-07-06,587,396,"AW"
2021-07-06,5982,6366,"AL"
2021-07-06,59857,59600,"HK"
2021-07-06,599,1035,"GL"
2021-07-06,61922,61888,"AZ"
2021-07-06,62340,50465,"JO"
2021-07-06,6674,2419,"MV"
2021-07-06,671539,584202,"FR"
2021-07-06,67990,55189,"IE"
2021-07-06,689411,564820,"ES"
2021-07-06,7178,6564,"MO"
2021-07-06,73474,62637,"CH"
2021-07-06,74635,120711,"CU"
2021-07-06,7464,7150,"LU"
2021-07-06,755,902,"IM"
2021-07-06,759541,483729,"MX"
2021-07-06,76347,64618,"AE"
2021-07-06,76512,78613,"SG"
2021-07-06,7742,7562,"CY"
2021-07-06,781086,690680,"DE"
2021-07-06,82304,83607,"GR"
2021-07-06,83155,86559,"AT"
2021-07-06,8317,9274,"SI"
2021-07-06,8323,7265,"PS"
2021-07-06,8342,6734,"EE"
2021-07-06,856035,800397,"TR"
2021-07-06,86106,49231,"BO"
2021-07-06,8928,6921,"MD"
2021-07-06,8947,9518,"LV"
2021-07-06,93554,72671,"UA"
2021-07-06,951,686,"FO"
2021-07-06,96754,122488,"KZ"
2021-07-06,97,85,"LC"
2021-07-07,10141,8265,"CY"
2021-07-07,10205,8868,"LV"
2021-07-07,10341,9739,"CI"
2021-07-07,103799,65812,"CZ"
2021-07-07,1039601,819853,"ID"
2021-07-07,104680,74313,"UA"
2021-07-07,10476,7726,"GT"
2021-07-07,10712000,13958000,"CN"
2021-07-07,1083,810,"FO"
2021-07-07,111047,127218,"KH"
2021-07-07,112,97,"KY"
2021-07-07,11480,12897,"TJ"
2021-07-07,116074,51660,"MA"
2021-07-07,12500,9029,"SI"
2021-07-07,126984,95709,"KR"
2021-07-07,12827,8875,"BG"
2021-07-07,12938,14027,"MK"
2021-07-07,134,79,"LC"
2021-07-07,13727,15996,"MN"
2021-07-07,1388,1308,"SR"
2021-07-07,1463718,1330801,"JP"
2021-07-07,1476,1253,"ME"
2021-07-07,149630,132513,"AU"
2021-07-07,158703,127944,"PT"
2021-07-07,159457,122397,"TW"
2021-07-07,160277,107593,"BE"
2021-07-07,16190,9474,"ZW"
2021-07-07,162288,116491,"CL"
2021-07-07,16260,11023,"LT"
2021-07-07,16573,19015,"KE"
2021-07-07,16955,16820,"RO"
2021-07-07,1710,955,"GL"
2021-07-07,17147,15756,"PA"
2021-07-07,172066,124745,"CU"
2021-07-07,172242,188199,"PE"
2021-07-07,172600,169161,"SA"
2021-07-07,1728372,1258381,"BR"
2021-07-07,176490,104394,"DO"
2021-07-07,18092,16447,"IL"
2021-07-07,1852,1257,"NA"
2021-07-07,198061,124729,"EC"
2021-07-07,211632,248004,"PH"
2021-07-07,23156,17431,"NZ"
2021-07-07,258430,270150,"GB"
2021-07-07,27125,21124,"HR"
2021-07-07,27695,29690,"TN"
2021-07-07,291575,241703,"TH"
2021-07-07,29158,26877,"QA"
2021-07-07,2925,495,"SZ"
2021-07-07,31965,27727,"EG"
2021-07-07,32955,26282,"VN"
2021-07-07,341495,213879,"PL"
2021-07-07,356,170,"BB"
2021-07-07,3725,4876,"ET"
2021-07-07,3763117,4130375,"IN"
2021-07-07,3838,2739,"BN"
2021-07-07,386,198,"CW"
2021-07-07,395375,290144,"MY"
2021-07-07,4231,2686,"BZ"
2021-07-07,4277,3728,"MT"
2021-07-07,484,341,"AW"
2021-07-07,503432,471401,"CA"
2021-07-07,504015,396298,"AR"
2021-07-07,5062,2317,"GE"
2021-07-07,51268,39771,"UY"
2021-07-07,548996,528258,"IT"
2021-07-07,55169,57058,"AZ"
2021-07-07,5600,5376,"AL"
2021-07-07,567506,452297,"US"
2021-07-07,57258,39012,"PY"
2021-07-07,57274,59173,"HK"
2021-07-07,589,367,"LI"
2021-07-07,6135,6750,"LU"
2021-07-07,631,514,"GG"
2021-07-07,64316,38966,"JO"
2021-07-07,651991,579389,"FR"
2021-07-07,6597,6412,"EE"
2021-07-07,6605,6555,"PS"
2021-07-07,6849,6754,"MO"
2021-07-07,68914,55980,"IE"
2021-07-07,68981,18651,"LB"
2021-07-07,690749,556700,"ES"
2021-07-07,6914,3311,"MV"
2021-07-07,702928,472006,"MX"
2021-07-07,7036,6285,"BH"
2021-07-07,70687,60839,"CH"
2021-07-07,7224,6989,"TT"
2021-07-07,743238,719028,"RU"
2021-07-07,770,846,"IM"
2021-07-07,77427,52296,"AE"
2021-07-07,77494,79562,"SG"
2021-07-07,80018,54743,"BO"
2021-07-07,804445,742933,"TR"
2021-07-07,81601,82070,"GR"
2021-07-07,84120,115277,"KZ"
2021-07-07,8536,5280,"MD"
2021-07-07,86264,48809,"NO"
2021-07-07,95413,83678,"AT"
2021-07-07,999827,686648,"DE"
2021-07-08,10260,6103,"MD"
2021-07-08,109160,76914,"UA"
2021-07-08,10920459,4892796,"IN"
2021-07-08,11114,7253,"TT"
2021-07-08,115584,109677,"DO"
2021-07-08,11685,8108,"GT"
2021-07-08,11794,13611,"MK"
2021-07-08,11845000,12868143,"CN"
2021-07-08,12278,8871,"BG"
2021-07-08,12751,15335,"KE"
2021-07-08,130101,123396,"KH"
2021-07-08,1316,2093,"ZM"
2021-07-08,1449361,1366938,"JP"
2021-07-08,146998,98566,"KR"
2021-07-08,154530,109426,"CU"
2021-07-08,156750,128431,"AU"
2021-07-08,156763,112756,"CL"
2021-07-08,15874,8457,"SI"
2021-07-08,159379,182143,"PE"
2021-07-08,1597138,1287361,"BR"
2021-07-08,161184,121512,"KZ"
2021-07-08,16311,16436,"RO"
2021-07-08,165903,111671,"BE"
2021-07-08,169125,68068,"DK"
2021-07-08,16961,10977,"LT"
2021-07-08,1740,1304,"ME"
2021-07-08,17929,37370,"PY"
2021-07-08,1828,4716,"ET"
