"recorded_date","daily_vaccinations_raw","daily_vaccinations","iso_country"
2020-12-03,0,0,"NO"
2020-12-04,0,0,"NO"
2020-12-05,0,0,"NO"
2020-12-06,0,0,"NO"
2020-12-07,0,0,"NO"
2020-12-08,5,1,"NO"
2020-12-09,1,1,"NO"
2020-12-10,1,1,"NO"
2020-12-11,4,2,"NO"
2020-12-12,0,2,"NO"
2020-12-13,0,2,"NO"
2020-12-14,0,2,"NO"
2020-12-14,4426,4426,"US"
2020-12-15,2,1,"NO"
2020-12-15,49166,26796,"US"
2020-12-15,722,722,"CA"
2020-12-16,1,0,"LV"
2020-12-16,159446,71013,"US"
2020-12-16,2298,1510,"CA"
2020-12-16,5,2,"NO"
2020-12-17,1,0,"LV"
2020-12-17,271740,121194,"US"
2020-12-17,4254,2425,"CA"
2020-12-17,8,3,"NO"
2020-12-18,15,4,"NO"
2020-12-18,4,1,"LV"
2020-12-18,4017,2823,"CA"
2020-12-18,414666,179889,"US"
2020-12-19,1071,2472,"CA"
2020-12-19,181684,180188,"US"
2020-12-19,5,5,"NO"
2020-12-20,104906,169433,"US"
2020-12-20,7,6,"NO"
2020-12-20,7385,7385,"IL"
2020-12-20,861,2204,"CA"
2020-12-21,13,8,"NO"
2020-12-21,24910,16148,"IL"
2020-12-21,381945,223365,"US"
2020-12-21,4,2,"LV"
2020-12-21,7845,3010,"CA"
2020-12-22,0,0,"LI"
2020-12-22,14,10,"NO"
2020-12-22,2,2,"CH"
2020-12-22,44642,25646,"IL"
2020-12-22,449100,280498,"US"
2020-12-22,5,3,"LV"
2020-12-22,5789,3734,"CA"
2020-12-23,0,0,"LI"
2020-12-23,17,11,"NO"
2020-12-23,4,3,"LV"
2020-12-23,427,214,"CH"
2020-12-23,574559,339800,"US"
2020-12-23,62901,34960,"IL"
2020-12-23,8685,4646,"CA"
2020-12-24,0,0,"LI"
2020-12-24,10198,5495,"CA"
2020-12-24,11106,11106,"BH"
2020-12-24,12,12,"NO"
2020-12-24,196315,329025,"US"
2020-12-24,265,231,"CH"
2020-12-24,3,3,"LV"
2020-12-24,73410,42650,"IL"
2020-12-25,0,0,"LI"
2020-12-25,0,10,"NO"
2020-12-25,12654,271595,"US"
2020-12-25,2,174,"CH"
2020-12-25,3047,5357,"CA"
2020-12-25,38503,41958,"IL"
2020-12-25,472,5789,"BH"
2020-12-25,4782,4782,"CL"
2020-12-26,0,0,"LI"
2020-12-26,1013,4197,"BH"
2020-12-26,141876,265908,"US"
2020-12-26,16,5206,"CA"
2020-12-26,3143,3962,"CL"
2020-12-26,32609,40623,"IL"
2020-12-26,436,226,"CH"
2020-12-26,8,10,"NO"
2020-12-27,0,0,"LI"
2020-12-27,0,189,"CH"
2020-12-27,104549,54503,"IL"
2020-12-27,17,12,"NO"
2020-12-27,2058,3662,"BH"
2020-12-27,309,2745,"CL"
2020-12-27,3611,5599,"CA"
2020-12-27,5,3,"LV"
2020-12-27,96619,264724,"US"
2020-12-28,0,0,"LI"
2020-12-28,0,2058,"CL"
2020-12-28,1101,1101,"RO"
2020-12-28,1337,1337,"AT"
2020-12-28,135000,70231,"IL"
2020-12-28,1400,3210,"BH"
2020-12-28,1503,1503,"IT"
2020-12-28,1630,395,"CH"
2020-12-28,1684,1684,"SI"
2020-12-28,18090,18090,"DE"
2020-12-28,2306,2306,"CZ"
2020-12-28,2755,1664,"MX"
2020-12-28,2791,2791,"PT"
2020-12-28,2797,2797,"LT"
2020-12-28,318,318,"EE"
2020-12-28,572,572,"FR"
2020-12-28,588478,294229,"US"
2020-12-28,606,89,"LV"
2020-12-28,626,99,"NO"
2020-12-28,6622,5424,"CA"
2020-12-29,0,0,"LI"
2020-12-29,0,1647,"CL"
2020-12-29,1027,2846,"BH"
2020-12-29,1090,253,"NO"
2020-12-29,1119,1311,"IT"
2020-12-29,12614,7702,"PT"
2020-12-29,13016,6456,"CA"
2020-12-29,1325,1504,"SI"
2020-12-29,156264,86177,"IL"
2020-12-29,1646,1646,"OM"
2020-12-29,1681,1509,"AT"
2020-12-29,1696,637,"CH"
2020-12-29,2980,2888,"LT"
2020-12-29,346,459,"FR"
2020-12-29,3471,2888,"CZ"
2020-12-29,348,348,"LU"
2020-12-29,367,342,"EE"
2020-12-29,37,37,"BE"
2020-12-29,4300,4300,"PL"
2020-12-29,50697,34394,"DE"
2020-12-29,630,630,"GR"
2020-12-29,712,906,"RO"
2020-12-29,718814,332759,"US"
2020-12-29,72,72,"IE"
2020-12-29,879,214,"LV"
2020-12-29,8950,3121,"MX"
2020-12-30,0,0,"LI"
2020-12-30,0,1372,"CL"
2020-12-30,1013,566,"EE"
2020-12-30,10175,8527,"PT"
2020-12-30,1050,561,"IE"
2020-12-30,1276,2622,"BH"
2020-12-30,13440,7136,"CA"
2020-12-30,1419,1479,"AT"
2020-12-30,1531,2436,"LT"
2020-12-30,153105,99063,"IL"
2020-12-30,1674,815,"CH"
2020-12-30,1680,1663,"OM"
2020-12-30,2888,1567,"RO"
2020-12-30,2889,2889,"BG"
2020-12-30,30000,17150,"PL"
2020-12-30,3520,3099,"CZ"
2020-12-30,395,438,"FR"
2020-12-30,422,1144,"SI"
2020-12-30,451,400,"LU"
2020-12-30,469,317,"NO"
2020-12-30,4868,2497,"IT"
2020-12-30,520,278,"BE"
2020-12-30,64113,44300,"DE"
2020-12-30,645,638,"GR"
2020-12-30,6469,3679,"MX"
2020-12-30,802,328,"LV"
2020-12-30,840034,370684,"US"
2020-12-31,0,0,"LI"
2020-12-31,0,1176,"CL"
2020-12-31,1024,715,"IE"
2020-12-31,11300,15200,"PL"
2020-12-31,12945,7528,"CA"
2020-12-31,1312,2652,"CZ"
2020-12-31,1326,1225,"BH"
2020-12-31,1473,1600,"OM"
2020-12-31,158527,111222,"IL"
2020-12-31,1858,1322,"SI"
2020-12-31,20,1114,"AT"
2020-12-31,2206,6946,"PT"
2020-12-31,253,813,"CH"
2020-12-31,25930,8355,"IT"
2020-12-31,30,1834,"LT"
2020-12-31,314,407,"FR"
2020-12-31,41,199,"BE"
2020-12-31,418240,402388,"US"
2020-12-31,4623,2331,"RO"
2020-12-31,5,5,"SG"
2020-12-31,50008,45727,"DE"
2020-12-31,586,571,"EE"
2020-12-31,617,631,"GR"
2020-12-31,7,329,"LV"
2020-12-31,87,328,"NO"
2021-01-01,0,0,"LI"
2021-01-01,0,1468,"LT"
2021-01-01,0,457,"EE"
2021-01-01,0,493,"CL"
2021-01-01,0,5557,"PT"
2021-01-01,11264,8937,"IT"
2021-01-01,13,894,"AT"
2021-01-01,1367,2138,"RO"
2021-01-01,14,153,"BE"
2021-01-01,151,1088,"SI"
2021-01-01,24,332,"NO"
2021-01-01,25678,41717,"DE"
2021-01-01,264,539,"GR"
2021-01-01,270,2176,"CZ"
2021-01-01,6,6,"SG"
2021-01-01,654,456,"FR"
2021-01-01,6962,8087,"CA"
2021-01-01,7,330,"LV"
2021-01-01,708,1258,"BH"
2021-01-01,71406,115923,"IL"
2021-01-01,8,814,"CH"
2021-01-01,801,737,"IE"
2021-01-01,91513,413653,"US"
2021-01-02,0,0,"LI"
2021-01-02,0,1223,"LT"
2021-01-02,0,44,"CL"
2021-01-02,1,4631,"PT"
2021-01-02,1011,792,"IE"
2021-01-02,1281,2027,"CZ"
2021-01-02,1586,2046,"RO"
2021-01-02,17,333,"NO"
2021-01-02,2,330,"LV"
2021-01-02,20,126,"BE"
2021-01-02,25,749,"AT"
2021-01-02,262967,430952,"US"
2021-01-02,30,386,"EE"
2021-01-02,371,442,"FR"
2021-01-02,39054,13956,"IT"
2021-01-02,4,5,"SG"
2021-01-02,4,752,"CH"
2021-01-02,404,974,"SI"
2021-01-02,4644,8749,"CA"
2021-01-02,48081,42778,"DE"
2021-01-02,546,540,"GR"
2021-01-02,71721,121510,"IL"
2021-01-02,746,1220,"BH"
2021-01-03,0,0,"CL"
2021-01-03,0,0,"LI"
2021-01-03,0,1048,"LT"
2021-01-03,0,3970,"PT"
2021-01-03,137584,436804,"US"
2021-01-03,149724,127964,"IL"
2021-01-03,1595,1185,"OM"
2021-01-03,16,644,"AT"
2021-01-03,18,333,"EE"
2021-01-03,19,663,"IE"
2021-01-03,22581,39893,"DE"
2021-01-03,28,110,"BE"
2021-01-03,3,753,"CH"
2021-01-03,354,1804,"RO"
2021-01-03,35873,17087,"IT"
2021-01-03,39,336,"NO"
2021-01-03,4,330,"LV"
2021-01-03,435,441,"FR"
2021-01-03,442,8139,"PL"
2021-01-03,5208,8977,"CA"
2021-01-03,556,914,"SI"
2021-01-03,592,1011,"BH"
2021-01-03,720,570,"GR"
2021-01-03,8,6,"SG"
2021-01-03,923,1869,"CZ"
2021-01-04,1,649,"LT"
2021-01-04,1091,830,"SI"
2021-01-04,1179,737,"IE"
2021-01-04,11912,3349,"RO"
2021-01-04,137,473,"AT"
2021-01-04,152152,130414,"IL"
2021-01-04,1902,1287,"OM"
2021-01-04,2,0,"LI"
2021-01-04,2033,650,"FR"
2021-01-04,22,9,"SG"
2021-01-04,23602,11402,"CA"
2021-01-04,36,252,"NO"
2021-01-04,3614,2056,"CZ"
2021-01-04,3677,1045,"CH"
2021-01-04,405,58,"CL"
2021-01-04,41387,12889,"PL"
2021-01-04,46199,43908,"DE"
2021-01-04,58,103,"BE"
2021-01-04,642,379,"EE"
2021-01-04,6458,1411,"GR"
2021-01-04,654450,446229,"US"
2021-01-04,69614,26817,"IT"
2021-01-04,709,344,"LV"
2021-01-04,920,3702,"PT"
2021-01-04,923,943,"BH"
2021-01-05,0,0,"LI"
2021-01-05,125164,125971,"IL"
2021-01-05,12763,3724,"PT"
2021-01-05,13,10,"SG"
2021-01-05,1443,264,"CL"
2021-01-05,16101,5547,"RO"
2021-01-05,1779,351,"BE"
2021-01-05,17825,12089,"CA"
2021-01-05,1812,586,"EE"
2021-01-05,1824,493,"AT"
2021-01-05,2023,1341,"OM"
2021-01-05,2281,1122,"BH"
2021-01-05,2546,1004,"SI"
2021-01-05,3440,587,"NO"
2021-01-05,3509,1228,"IE"
2021-01-05,4276,4244,"MX"
2021-01-05,4526,2207,"CZ"
2021-01-05,48006,19132,"PL"
2021-01-05,52731,44199,"DE"
2021-01-05,56505,56505,"ES"
2021-01-05,6042,1463,"FR"
2021-01-05,622,312,"LT"
2021-01-05,6304,2222,"GR"
2021-01-05,7147,1824,"CH"
2021-01-05,80222,38118,"IT"
2021-01-05,826863,461664,"US"
2021-01-05,897,347,"LV"
2021-01-06,0,0,"AE"
2021-01-06,1017342,486994,"US"
2021-01-06,103331,118861,"IL"
2021-01-06,11892,3106,"FR"
2021-01-06,1254,1280,"OM"
2021-01-06,13,10,"SG"
2021-01-06,15021,4416,"PT"
2021-01-06,1612,671,"EE"
2021-01-06,16945,7555,"RO"
2021-01-06,20133,17723,"PL"
2021-01-06,205,293,"CL"
2021-01-06,2465,472,"BG"
2021-01-06,28089,14182,"CA"
2021-01-06,3,1,"LI"
2021-01-06,3511,595,"LT"
2021-01-06,3985,2699,"GR"
2021-01-06,4012,850,"BE"
2021-01-06,4579,1594,"BH"
2021-01-06,4949,4027,"MX"
2021-01-06,5393,1714,"SI"
2021-01-06,5852,2540,"CZ"
2021-01-06,5854,2421,"CH"
2021-01-06,63176,44065,"DE"
2021-01-06,65164,46732,"IT"
2021-01-06,6758,2043,"IE"
2021-01-06,784,344,"LV"
2021-01-06,873,415,"AT"
2021-01-06,9161,1829,"NO"
2021-01-07,0,293,"CL"
2021-01-07,1,1,"LI"
2021-01-07,10297,5572,"PT"
2021-01-07,116041,112791,"IL"
2021-01-07,1166593,593902,"US"
2021-01-07,11713,3570,"IE"
2021-01-07,1342,779,"EE"
2021-01-07,14,11,"SG"
2021-01-07,145,33,"LU"
2021-01-07,17846,9444,"RO"
2021-01-07,28597,20194,"PL"
2021-01-07,29317,7249,"FR"
2021-01-07,3204,920,"BG"
2021-01-07,3308,885,"AT"
2021-01-07,37140,17639,"CA"
2021-01-07,3767,1942,"BH"
2021-01-07,4195,1190,"LT"
2021-01-07,5217,4230,"MX"
2021-01-07,5477,2231,"SI"
2021-01-07,54986,44776,"DE"
2021-01-07,5829,3444,"GR"
2021-01-07,61396,30698,"AE"
2021-01-07,6615,2762,"NO"
2021-01-07,7226,3417,"CH"
2021-01-07,8001,3495,"CZ"
2021-01-07,813,459,"LV"
2021-01-07,8506,2060,"BE"
2021-01-07,906,1199,"OM"
2021-01-07,92640,56262,"IT"
2021-01-08,0,1,"LI"
2021-01-08,1,293,"CL"
2021-01-08,10053,4893,"CZ"
2021-01-08,1233742,757077,"US"
2021-01-08,12663,5265,"IE"
2021-01-08,13287,2781,"AT"
2021-01-08,16306,11579,"RO"
2021-01-08,1666,2996,"NO"
2021-01-08,210,61,"LU"
2021-01-08,2214,1096,"EE"
2021-01-08,2238,1231,"BG"
2021-01-08,2503,5929,"PT"
2021-01-08,3266,2676,"SI"
2021-01-08,36947,12434,"FR"
2021-01-08,41868,22625,"CA"
2021-01-08,4382,2130,"HR"
2021-01-08,5217,1935,"LT"
2021-01-08,53859,38418,"AE"
2021-01-08,6052,2706,"BH"
2021-01-08,62860,50088,"DE"
2021-01-08,66452,112084,"IL"
2021-01-08,69,1158,"OM"
2021-01-08,70653,48786,"ES"
2021-01-08,729,115,"SG"
2021-01-08,8051,4566,"CH"
2021-01-08,8827,4667,"GR"
2021-01-08,9066,4984,"MX"
2021-01-08,920,590,"LV"
2021-01-08,9426,3404,"BE"
2021-01-08,96949,68502,"IT"
2021-01-08,9831,21399,"PL"
2021-01-09,0,1,"LI"
2021-01-09,0,293,"CL"
2021-01-09,11176,13977,"FR"
2021-01-09,118,1222,"BG"
2021-01-09,1235,21376,"PL"
2021-01-09,172,3018,"NO"
2021-01-09,2030,5000,"CZ"
2021-01-09,2151,4873,"CH"
2021-01-09,254,2655,"SI"
2021-01-09,304,1979,"LT"
2021-01-09,311,634,"LV"
2021-01-09,3288,3871,"BE"
2021-01-09,36209,27134,"CA"
2021-01-09,402,172,"SG"
2021-01-09,43,1113,"OM"
2021-01-09,44549,108202,"IL"
2021-01-09,4552,3428,"AT"
2021-01-09,5015,2689,"HR"
2021-01-09,508466,792149,"US"
2021-01-09,5155,5325,"GR"
2021-01-09,551,1170,"EE"
2021-01-09,5866,3437,"BH"
2021-01-09,60741,51896,"DE"
2021-01-09,7326,5488,"MX"
2021-01-09,78793,48512,"AE"
2021-01-09,8068,6273,"IE"
2021-01-09,88222,75526,"IT"
2021-01-09,9595,12723,"RO"
2021-01-09,98,5943,"PT"
2021-01-10,0,1,"LI"
2021-01-10,1,2575,"SI"
2021-01-10,1,294,"CL"
2021-01-10,110,186,"SG"
2021-01-10,143,3033,"NO"
2021-01-10,1771,5121,"CZ"
2021-01-10,2,1979,"LT"
2021-01-10,223,1199,"EE"
2021-01-10,2259,3749,"AT"
2021-01-10,23508,29749,"CA"
2021-01-10,250035,808213,"US"
2021-01-10,3031,21746,"PL"
2021-01-10,337,682,"LV"
2021-01-10,35999,53813,"DE"
2021-01-10,36,4877,"CH"
2021-01-10,40,5949,"PT"
2021-01-10,4218,5825,"GR"
2021-01-10,43625,93045,"IL"
2021-01-10,4759,6950,"IE"
2021-01-10,490,3937,"BE"
2021-01-10,5093,4080,"BH"
2021-01-10,5873,14754,"FR"
2021-01-10,5993,13528,"RO"
2021-01-10,60909,79103,"IT"
2021-01-10,6506,5876,"MX"
2021-01-10,66219,52053,"AE"
2021-01-10,884,1012,"OM"
2021-01-11,0,236,"CL"
2021-01-11,1,1,"LI"
2021-01-11,1025,1025,"GI"
2021-01-11,1068691,867390,"US"
2021-01-11,10818,7363,"PT"
2021-01-11,1377,777,"LV"
2021-01-11,165844,165844,"GB"
2021-01-11,16896,14240,"RO"
2021-01-11,2089,481,"SG"
2021-01-11,2218,2296,"LT"
2021-01-11,2380,1080,"OM"
2021-01-11,3348,4427,"BH"
2021-01-11,38344,31855,"CA"
2021-01-11,39783,20147,"FR"
2021-01-11,40390,77079,"IL"
2021-01-11,484,2489,"SI"
2021-01-11,494,3099,"NO"
2021-01-11,5400,5674,"GR"
2021-01-11,54781,23659,"PL"
2021-01-11,5737,4748,"BE"
2021-01-11,5760,6157,"MX"
2021-01-11,5767,4553,"AT"
2021-01-11,68560,57008,"DE"
2021-01-11,7423,5413,"CH"
2021-01-11,80683,56825,"AE"
2021-01-11,82131,80891,"IT"
2021-01-11,8325,7971,"IE"
2021-01-11,849,1229,"EE"
2021-01-11,9858,6013,"CZ"
2021-01-12,0,30,"CL"
2021-01-12,10,2,"LI"
2021-01-12,10449,5884,"CH"
2021-01-12,1056,1040,"GI"
2021-01-12,108401,64193,"AE"
2021-01-12,10882,7094,"PT"
2021-01-12,1257309,928883,"US"
2021-01-12,13461,7289,"CZ"
2021-01-12,15117,6452,"AT"
2021-01-12,15257,14120,"RO"
2021-01-12,1580,1196,"EE"
2021-01-12,16077,6791,"BE"
2021-01-12,1619,1476,"BG"
2021-01-12,1641,883,"LV"
2021-01-12,1883,2394,"SI"
2021-01-12,2105,2507,"LT"
2021-01-12,223726,194785,"GB"
2021-01-12,2362,1128,"OM"
2021-01-12,2814,882,"SG"
2021-01-12,31211,33767,"CA"
2021-01-12,430,149,"LU"
2021-01-12,4380,3233,"NO"
2021-01-12,5178,4840,"BH"
2021-01-12,51786,24199,"PL"
2021-01-12,5819,6378,"MX"
2021-01-12,59694,67726,"IL"
2021-01-12,61960,28135,"FR"
2021-01-12,6430,5692,"GR"
2021-01-12,79160,60783,"DE"
2021-01-12,82031,49826,"ES"
2021-01-12,83483,81357,"IT"
2021-01-12,8855,8734,"IE"
2021-01-13,0,2,"LI"
2021-01-13,1033,148,"CL"
2021-01-13,108899,68521,"IL"
2021-01-13,11095,6633,"CH"
2021-01-13,112187,67785,"DE"
2021-01-13,118928,81183,"AE"
2021-01-13,1258,1304,"BG"
2021-01-13,1320149,972141,"US"
2021-01-13,13546,8389,"CZ"
2021-01-13,13799,6920,"PT"
2021-01-13,13821,13673,"RO"
2021-01-13,1395,1165,"EE"
2021-01-13,1524,989,"LV"
2021-01-13,16216,8644,"AT"
2021-01-13,2100,1249,"OM"
2021-01-13,21930,9351,"BE"
2021-01-13,288688,226086,"GB"
2021-01-13,30313,34085,"CA"
2021-01-13,4097,1465,"SG"
2021-01-13,4738,2300,"SI"
2021-01-13,498,218,"LU"
2021-01-13,59592,29836,"PL"
2021-01-13,60,63,"AL"
2021-01-13,6210,2893,"LT"
2021-01-13,64877,35705,"FR"
2021-01-13,8457,6331,"GR"
2021-01-13,93516,58330,"ES"
2021-01-13,95386,85674,"IT"
2021-01-13,9858,9177,"IE"
2021-01-13,9960,3347,"NO"
2021-01-13,99688,19912,"MX"
2021-01-14,0,11124,"RO"
2021-01-14,10620,7118,"CH"
2021-01-14,11150,7041,"PT"
2021-01-14,125269,69840,"IL"
2021-01-14,1311589,992854,"US"
2021-01-14,133253,91448,"AE"
2021-01-14,137416,38797,"MX"
2021-01-14,1455,1328,"OM"
2021-01-14,15254,9425,"CZ"
2021-01-14,17069,10610,"AT"
2021-01-14,1780,1227,"EE"
2021-01-14,1846,1137,"LV"
2021-01-14,23557,11501,"BE"
2021-01-14,279452,279452,"TR"
2021-01-14,321951,250052,"GB"
2021-01-14,3447,2485,"HR"
2021-01-14,362,249,"LU"
2021-01-14,41268,31646,"PL"
2021-01-14,42640,34870,"CA"
2021-01-14,4801,2149,"SG"
2021-01-14,6028,6359,"GR"
2021-01-14,648,938,"BG"
2021-01-14,6748,2482,"SI"
2021-01-14,6917,1136,"CL"
2021-01-14,7,3,"LI"
2021-01-14,78,66,"AL"
2021-01-14,8048,8654,"IE"
2021-01-14,82822,43348,"FR"
2021-01-14,84129,71948,"DE"
2021-01-14,8596,3630,"NO"
2021-01-14,8690,3535,"LT"
2021-01-14,94440,85931,"IT"
2021-01-14,94548,66980,"ES"
2021-01-15,10789,7509,"CH"
2021-01-15,1256779,996145,"US"
2021-01-15,1281,1094,"EE"
2021-01-15,138154,103490,"AE"
2021-01-15,14024,9992,"CZ"
2021-01-15,18647,11375,"AT"
2021-01-15,1881,1274,"LV"
2021-01-15,20,5,"LI"
2021-01-15,23709,13541,"BE"
2021-01-15,26483,34025,"PL"
2021-01-15,29401,12995,"RO"
2021-01-15,337200,308326,"TR"
2021-01-15,3432,1626,"CL"
2021-01-15,345525,269147,"GB"
2021-01-15,3532,2364,"HR"
2021-01-15,42,62,"AL"
2021-01-15,440,682,"BG"
2021-01-15,443,282,"LU"
2021-01-15,4452,5734,"GR"
2021-01-15,4619,4052,"NO"
2021-01-15,4891,2714,"SI"
2021-01-15,49473,35957,"CA"
2021-01-15,5378,2813,"SG"
2021-01-15,66666,69870,"IL"
2021-01-15,68834,47904,"FR"
2021-01-15,7382,3844,"LT"
2021-01-15,7486,7753,"PT"
2021-01-15,7651,7938,"IE"
2021-01-15,87392,49987,"MX"
2021-01-15,90959,85076,"IT"
2021-01-15,91805,76083,"DE"
2021-01-15,92764,70139,"ES"
2021-01-16,1108,3959,"LT"
2021-01-16,12421,13398,"RO"
2021-01-16,131939,111082,"AE"
2021-01-16,1535,7959,"PT"
2021-01-16,1743,3005,"SG"
2021-01-16,191181,191181,"IN"
2021-01-16,2,6,"LI"
2021-01-16,20225,49196,"FR"
2021-01-16,20340,36754,"PL"
2021-01-16,206,694,"BG"
2021-01-16,220,1047,"EE"
2021-01-16,298751,274081,"GB"
2021-01-16,3000,1000,"SC"
2021-01-16,325,2724,"SI"
2021-01-16,3407,10189,"CZ"
2021-01-16,37882,36196,"CA"
2021-01-16,4367,7826,"CH"
2021-01-16,4374,2272,"HR"
2021-01-16,45871,55493,"MX"
2021-01-16,4979,5709,"GR"
2021-01-16,5207,7529,"IE"
2021-01-16,5247,13821,"BE"
2021-01-16,55448,71427,"IL"
2021-01-16,58083,75703,"DE"
2021-01-16,60251,225634,"TR"
2021-01-16,61,62,"AL"
2021-01-16,647649,1016029,"US"
2021-01-16,66101,81916,"IT"
2021-01-16,676,1326,"LV"
2021-01-16,6918,11713,"AT"
2021-01-16,712,904,"GI"
2021-01-16,79,282,"LU"
2021-01-16,846,4148,"NO"
2021-01-16,90,1639,"CL"
2021-01-17,0,1639,"CL"
2021-01-17,0,6,"LI"
2021-01-17,0,775,"GI"
2021-01-17,10957,49923,"FR"
2021-01-17,1105,7007,"IE"
2021-01-17,1140,4122,"LT"
2021-01-17,1168,8120,"PT"
2021-01-17,121,662,"BG"
2021-01-17,12163,38059,"PL"
2021-01-17,127,1296,"LV"
2021-01-17,152971,87048,"IL"
2021-01-17,192346,262404,"GB"
2021-01-17,28595,36923,"CA"
2021-01-17,29548,176613,"TR"
2021-01-17,305431,1023942,"US"
2021-01-17,3253,10400,"CZ"
2021-01-17,3292,14221,"BE"
2021-01-17,33120,112150,"IN"
2021-01-17,36,58,"AL"
2021-01-17,37600,78586,"IT"
2021-01-17,395,4184,"NO"
2021-01-17,4,2725,"SI"
2021-01-17,47815,77391,"DE"
2021-01-17,5745,12211,"AT"
2021-01-17,645,3081,"SG"
2021-01-17,664,7915,"CH"
2021-01-17,673,1363,"OM"
2021-01-17,8095,13699,"RO"
2021-01-17,84852,113744,"AE"
2021-01-17,8896,55835,"MX"
2021-01-17,96,1029,"EE"
2021-01-18,1033,1055,"EE"
2021-01-18,11051,3218,"CL"
2021-01-18,11289,15014,"BE"
2021-01-18,11553,13038,"AT"
2021-01-18,1185,782,"BG"
2021-01-18,12248,8605,"CH"
2021-01-18,125961,166482,"TR"
2021-01-18,1297,1297,"MT"
2021-01-18,1312,1210,"OM"
2021-01-18,14318,11038,"CZ"
2021-01-18,1633,4347,"NO"
2021-01-18,190105,108436,"IL"
2021-01-18,20387,57924,"MX"
2021-01-18,208641,268518,"GB"
2021-01-18,209,2685,"SI"
2021-01-18,229748,151350,"IN"
2021-01-18,25698,33904,"PL"
2021-01-18,31054,15721,"RO"
2021-01-18,41295,37344,"CA"
2021-01-18,42,55,"AL"
2021-01-18,44645,73231,"IT"
2021-01-18,4536,4453,"LT"
2021-01-18,5434,7351,"PT"
2021-01-18,588,713,"GI"
2021-01-18,7537,3859,"SG"
2021-01-18,80,17,"LI"
2021-01-18,83011,79456,"DE"
2021-01-18,85834,56501,"FR"
2021-01-18,860,1222,"LV"
2021-01-18,8678,7057,"IE"
2021-01-18,884373,997611,"US"
2021-01-18,88743,114896,"AE"
2021-01-18,997,997,"BR"
2021-01-19,1161,995,"EE"
2021-01-19,118223,158439,"TR"
2021-01-19,119802,85262,"DE"
2021-01-19,12418,6708,"BR"
2021-01-19,1274,1286,"MT"
2021-01-19,1291,1057,"OM"
2021-01-19,130547,66299,"FR"
2021-01-19,1343217,1009884,"US"
2021-01-19,15334,11305,"CZ"
2021-01-19,17327,9587,"CH"
2021-01-19,1925,5591,"HU"
2021-01-19,19368,5984,"CL"
2021-01-19,19482,15501,"BE"
2021-01-19,210596,129993,"IL"
2021-01-19,2189,2729,"SI"
2021-01-19,220786,168709,"IN"
2021-01-19,23730,9186,"PT"
2021-01-19,2588,921,"BG"
2021-01-19,26352,14643,"AT"
2021-01-19,33576,66101,"IT"
2021-01-19,346922,286118,"GB"
2021-01-19,34807,18514,"RO"
2021-01-19,36,51,"AL"
2021-01-19,39385,38512,"CA"
2021-01-19,46065,33087,"PL"
2021-01-19,5487,4505,"NO"
2021-01-19,5593,57892,"MX"
2021-01-19,582,645,"GI"
2021-01-19,6274,5049,"LT"
2021-01-19,68155,68282,"ES"
2021-01-19,724,417,"LU"
2021-01-19,8256,4637,"SG"
2021-01-19,8366,6988,"IE"
2021-01-19,85,28,"LI"
2021-01-19,8556,5426,"GR"
2021-01-19,889,1115,"LV"
2021-01-19,93846,112816,"AE"
2021-01-20,0,520,"GI"
2021-01-20,101858,150356,"TR"
2021-01-20,1040,1204,"MT"
2021-01-20,10863,4634,"NO"
2021-01-20,131649,161297,"IN"
2021-01-20,132753,88200,"DE"
2021-01-20,137551,76681,"FR"
2021-01-20,1482,1008,"EE"
2021-01-20,1499,971,"OM"
2021-01-20,15377,6414,"GR"
2021-01-20,1597785,1049546,"US"
2021-01-20,16354,11706,"CZ"
2021-01-20,1901,1013,"BG"
2021-01-20,20543,10937,"CH"
2021-01-20,21742,15474,"BE"
2021-01-20,2187,1595,"SC"
2021-01-20,220494,145936,"IL"
2021-01-20,23798,15726,"AT"
2021-01-20,28933,11348,"PT"
2021-01-20,2908,44066,"MX"
2021-01-20,31507,56975,"IT"
2021-01-20,3463,4656,"LT"
2021-01-20,36,47,"AL"
2021-01-20,366919,297294,"GB"
2021-01-20,38338,22017,"RO"
2021-01-20,43342,40373,"CA"
2021-01-20,4994,2766,"SI"
2021-01-20,50556,31796,"PL"
2021-01-20,53,35,"LI"
2021-01-20,5327,5466,"HU"
2021-01-20,59840,63471,"ES"
2021-01-20,790,1010,"LV"
2021-01-20,900,475,"LU"
2021-01-20,92297,35237,"BR"
2021-01-20,9246,5372,"SG"
2021-01-20,9309,7167,"CL"
2021-01-20,9384,6920,"IE"
2021-01-20,95783,109510,"AE"
2021-01-21,105545,91259,"DE"
2021-01-21,1124,1081,"BG"
2021-01-21,1215,1206,"MT"
2021-01-21,158270,87460,"FR"
2021-01-21,1599,3643,"LT"
2021-01-21,16097,7853,"GR"
2021-01-21,1626457,1094527,"US"
2021-01-21,17398,12013,"CZ"
2021-01-21,17791,11704,"AR"
2021-01-21,20047,16151,"AT"
2021-01-21,2087,2087,"PA"
2021-01-21,2181,1065,"EE"
2021-01-21,23301,12748,"CH"
2021-01-21,234279,161508,"IL"
2021-01-21,237050,173922,"IN"
2021-01-21,295,788,"LV"
2021-01-21,2991,2991,"EC"
2021-01-21,30,40,"AL"
2021-01-21,30405,16452,"BE"
2021-01-21,3057,6615,"CL"
